##SYN
	0	
01773346	8	feel bitter or indignant about; 'She resents being paid less than her co-workers'
01773535	8	cause to be bitter or resentful; 'These injustices embittered her even more'
01773734	8	accept or admit unwillingly
01773825	8	gnaw into; make resentful or angry; 'The injustice rankled her'; 'his resentment festered'
01774005	8	bear a grudge; harbor ill feelings
01774136	8	dislike intensely; feel antipathy or aversion towards; 'I hate Mexican food'; 'She detests politicians'
01774426	8	find repugnant; 'I loathe that man'; 'She abhors cats'
01774799	8	look down on with disdain; 'He despises the people he has to work for'; 'The professor scorns the students who don't catch on immediately'
01775164	8	have a great affection or liking for; 'I love French food'; 'She loves her boss and works hard for him'
01775535	8	be enamored or in love with; 'She loves her husband deeply'
01775782	8	have a love affair with
01775914	8	fall in love with; become infatuated with; 'She fell for the man from Brazil'
01776065	8	to remain emotionally or intellectually attached; 'He clings to the idea that she might still love him.'
01776214	8	be fond of; be attached to
01776383	8	hold sacred
01776468	8	have a fancy or particular liking or desire for; 'She fancied a necklace that she had seen in the jeweler's window'
01776727	8	have or feel a dislike or distaste for; 'I really dislike this salesman'
01776952	8	be fond of; 'I like my nephews'
01777107	8	take a liking to; 'cotton to something'
01777210	8	find enjoyable or agreeable; 'I like jogging'; 'She likes to read Russian novels'
01777459	8	shower with love; show excessive affection for; 'Grandmother dotes on her the twins'
01777605	8	have affection for; feel tenderness for
01777707	8	feel less enamoured of something or somebody
01777817	8	love intensely; 'he just adored his wife'
01778017	8	love unquestioningly and uncritically or to excess; venerate as an idol; 'Many teenagers idolized the Beatles'
01778568	8	regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of; 'Fear God as your father'; 'We venerate genius'
01778990	8	show devotion to (a deity); 'Many Hindus worship Shiva'
01779165	8	cause fear in; 'The stranger who hangs around the building frightens me'; 'Ghosts could never affright her'
01779644	8	inspire awe in; 'The famous professor awed the undergraduates'
01779803	8	subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats)
01780010	8	intimidate or overawe
01780104	8	drive out by frightening
01780202	8	be afraid or scared of; be frightened of; 'I fear the winters in Moscow'; 'We should not fear the Communists!'
01780434	8	be uneasy or apprehensive about; 'I fear the results of the final exams'
01780568	8	be sorry; used to introduce an unpleasant statement; 'I fear I won't make it to your wedding party'
01780729	8	be afraid or feel anxious or apprehensive about a possible or probable situation or event; 'I fear she might get aggressive'
01780941	8	fill with terror; frighten greatly
01781180	8	make timid or fearful; 'Her boss intimidates her'
01781387	8	intimidate somebody (with a threat); 'She was holding it over him'
01781520	8	be bossy towards; 'Her big brother always bullied her when she was young'
01781757	8	rule or exercise power over (somebody) in a cruel and autocratic manner; 'her husband and mother-in-law tyrannize her'
01781983	8	cause sudden fear in or fill with sudden panic; 'The mere thought of an isolation cell panicked the prisoners'
01782218	8	be overcome by a sudden fear; 'The students panicked when told that final exams were less than a week away'
01782432	8	anticipate with dread or anxiety
01782650	8	fill with apprehension or alarm; cause to be unpleasantly surprised; 'I was horrified at the thought of being late for my interview'; 'The news of the executions horrified us'
01783022	8	strike with horror or terror; 'The news of the bombing shocked her'
01783214	8	haunt like a ghost; pursue; 'Fear of illness haunts her'
01783394	8	engage or engross the interest or attention of beforehand or occupy urgently or obsessively; 'His work preoccupies him'; 'The matter preoccupies her completely--she cannot think of anything else'
01783746	8	cause to be preoccupied; 'The idea of his failure prepossesses him'
01783881	8	disturb the composure of
01784025	8	cause to lose one's nerve; 'an unmanning experience'
01784148	8	lose one's nerve; 'When he saw the accident, he freaked out'
01784295	8	lose control of one's emotions; 'When she heard that she had not passed the exam, she lost it completely'; 'When her baby died, she snapped'
01784592	8	lose control emotionally; 'She dissolved into tears when she heard that she had lost all her savings in the pyramid scheme'
01784799	8	cause to lose control emotionally; 'The news dissolved her into tears'
01784953	8	be brought to or as if to the point of death by an intense emotion such as embarrassment, amusement, or shame; 'I was dying with embarrassment when my little lie was discovered'; 'We almost died laughing during the show'
01785242	8	languish as with love or desire; 'She dying for a cigarette'; 'I was dying to leave'
01785395	8	force out or release suddenly and often violently something pent up; 'break into tears'; 'erupt in anger'
01785579	8	suffer a nervous breakdown
01785748	8	cause to lose courage; 'dashed by the refusal'
01785971	8	make angry; 'The news angered him'
01786292	8	anger or take offense; 'She bridled at his suggestion to elope'
01786419	8	cause to become violent or angry; 'Riots combusted Pakistan after the U.S. air attacks on Afghanistan'
01786620	8	cause to be annoyed; 'His behavior really miffed me'
01786760	8	irritate or vex; 'It galls me that we lost the suit'
01786906	8	make furious
01787106	8	become angry; 'He angers easily'
01787319	8	get very angry; 'her indifference to his amorous advances really steamed the young man'
01787469	8	get very angry; 'He will raise the roof when he hears this'
01787600	8	make mad; 'His behavior is maddening'
01787709	8	drive up the wall; go on someone's nerves
01787822	8	cause to go crazy; cause to lose one's mind
01787955	8	cause annoyance in; disturb, especially by minor irritations; 'Mosquitoes buzzing in my ear really bothers me'; 'It irritates me that she never closes the door after she leaves'
01788733	8	feel extreme irritation or anger; 'He was chafing at her suggestion that he stay at home while she went on a vacation'
01788932	8	cause to be annoyed, irritated, or resentful
01789047	8	trouble or vex; 'ruffle somebody's composure'
01789164	8	cause annoyance in
01789270	8	cause to feel resentment or indignation; 'Her tactless remark offended me'
01789514	8	annoy continually or chronically; 'He is known to harry his staff when he is overworked'; 'This man harasses his female co-workers'
01790020	8	cause to lose one's composure
01790383	8	cause to be nervous or upset
01790538	8	discompose; 'This play is going to ruffle some people'; 'She has a way of ruffling feathers among her colleagues'
01790739	8	cause to feel embarrassment; 'The constant attention of the young man confused her'
01791053	8	fill with anxiety, dread, dismay, or confusion; 'After the terrorist attack, people look consternated'
01791232	8	cause to be confused emotionally
01791408	8	make confused or perplexed or puzzled
01791535	8	make nervous or agitated; 'The mere thought of her bothered him and made his heart beat faster'
01791756	8	draw someone's attention away from something; 'The thief distracted the bystanders'; 'He deflected his competitors'
01791973	8	be flustered; behave in a confused manner
01792097	8	cause to be embarrassed; cause to feel self-conscious
01792287	8	cause to be ashamed
01792413	8	look with disfavor on; 'The republic soon discountenanced its few friends'
01792567	8	cause emotional anguish or make miserable; 'It pains me to see my children not being taught well in school'
01792951	8	cause deep emotional pain and grief to somebody; 'The young man broke the girl's heart when he told her was going to marry her best friend'
01793177	8	hurt the feelings of; 'She hurt me when she did not include me among her guests'; 'This remark really bruised my ego'
01793587	8	deeply hurt the feelings of; distress; 'his lacerating remarks'
01793742	8	cause an emotional pain, as if by stinging; 'His remark stung her'
01793933	8	worry unnecessarily or excessively; 'don't fuss too much over the grandchildren--they are quite big now'
01794195	8	raise scruples; 'He lied and did not even scruple about it'
01794363	8	suffer agony or anguish
01794523	8	cause to agonize
01794668	8	experience (emotional) pain; 'Every time her husband gets drunk, she suffers'
01794969	8	suffer great pains or distress
01795082	8	suffer the loss of a person through death or removal; 'She lost her husband in the war'; 'The couple that wanted to adopt the child lost her when the biological parents claimed her'
01795333	8	be mad, angry, or furious
01795428	8	get very angry and fly into a rage; 'The professor combusted when the student didn't know the answer to a very elementary question'; 'Spam makes me go ballistic'
01795888	8	put into a rage; make violently angry
01796033	8	feel intense anger; 'Rage against the dying of the light!'
01796215	8	be in a state of uncontrolled anger
01796346	8	feel sudden intense sensation or emotion; 'he was thrilled by the speed and the roar of the engine'
01796582	8	feel remorse for; feel sorry for; be contrite about
01796800	8	turn away from sin or do penitence
01796924	8	feel sad about the loss or absence of
01797051	8	feel sadness; 'She is mourning her dead child'
01797204	8	observe the customs of mourning after the death of a loved one
01797347	8	feel grief
01797582	8	cause to feel sorrow; 'his behavior grieves his mother'
01797730	8	cause great unhappiness for; distress; 'she was afflicted by the death of her parents'
01797989	8	oppress or trouble greatly
01798100	8	cause mental pain to; 'The news of her child's illness distressed the mother'
01798287	8	cause to feel distressed or worried; 'She was besieged by so many problems that she got discouraged'
01798452	8	test the limits of; 'You are trying my patience!'
01798678	8	stretch to the limits; 'rack one's brains'
01798782	8	give pain or trouble to; 'I've been sorely tried by these students'
01798936	8	fail to meet the hopes or expectations of; 'Her boyfriend let her down when he did not propose marriage'
01799235	8	disappoint, prove undependable to; abandon, forsake; 'His sense of smell failed him this time'; 'His strength finally failed him'; 'His children failed him in the crisis'
01799484	8	fail to meet (expectations or standards)
01799629	8	make ineffective or powerless; 'The teachers were hamstrung by the overly rigid schedules'
01799794	8	cause to feel shame; hurt the pride of; 'He humiliated his colleague by criticising him in front of the boss'
01800195	8	humiliate or depress completely; 'She was crushed by his refusal of her invitation'; 'The death of her son smashed her'
01800422	8	reduce in worth or character, usually verbally; 'She tends to put down younger women colleagues'; 'His critics took him down after the lecture'
01800789	8	make inconspicuous; 'efface oneself'
01800907	8	lower in grade or rank or force somebody into an undignified situation; 'She reduced her niece to a servant'
01801080	8	prove to be of unsound mind or demonstrate someone's incompetence; 'nobody is legally allowed to stultify himself'
01801297	8	deprive of human qualities; 'Life in poverty has dehumanized them'
01801498	8	make more humane; 'The mayor tried to humanize life in the big city'
01801697	8	cause to be unpretentious; 'This experience will humble him'
01801847	8	hold within limits and control; 'subdue one's appetites'; 'mortify the flesh'
01802070	8	practice self-denial of one's body and appetites
01802219	8	express grief verbally; 'we lamented the death of the child'
01802494	8	give verbal or other expression to one's feelings
01802689	8	torment emotionally or mentally
01803003	8	treat cruelly; 'The children tormented the stuttering teacher'
01803380	8	annoy persistently; 'The children teased the boy because of his stammer'
01803641	8	to arouse hope, desire, or curiosity without satisfying them; 'The advertisement is intended to tease the customers'; 'She has a way of teasing men with her flirtatious behavior'
01803936	8	control (others or oneself) or influence skillfully, usually to one's advantage; 'She manipulates her boss'; 'She is a very controlling mother and doesn't let her children grow up'; 'The teacher knew how to keep the class in line'; 'she keeps in line'
01804414	8	show and train; 'The prize-winning poodle was handled by Mrs. Priscilla Prescott'
01804595	8	gain favor with somebody by deliberate efforts
01804753	8	ingratiate oneself to; often with insincere behavior; 'She is playing up to the chairman'
01804961	8	be excited or anxious about
01805113	8	become excited about; 'He warmed to the idea of a trip to Antarctica'
01805247	8	be apathetic, gloomy, or dazed
01805384	8	be in a huff; be silent or sullen
01805523	8	feel or suffer from the lack of; 'He misses his mother'
01805684	8	have a desire for something or someone who is not present; 'She ached for a cigarette'; 'I am pining for my lover'
01805982	8	recognize with gratitude; be grateful for
01806109	8	prepare (oneself) for something unpleasant or difficult
01806271	8	get ready for something difficult or unpleasant
01806407	8	gain courage
01806505	8	attract; cause to be enamored; 'She captured all the men's hearts'
01807051	8	appear inviting; 'The shop window decorations beckoned'
01807170	8	make attractive or lovable; 'This behavior endeared her to me'
01807314	8	provoke the hostility of; 'Don't antagonize your boss'
01807529	8	give rise to a desire by being attractive or inviting; 'the window displays tempted the shoppers'
01807770	8	try to seduce
01807882	8	be attractive to; 'The idea of a vacation appeals to me'; 'The beautiful garden attracted many people'
01808218	8	attract the attention of; 'The noise and the screaming brought the curious'
01808374	8	cause aversion in; offend the moral sense of; 'The pornographic pictures sickened us'
01808626	8	cause to feel intense dislike or distaste
01808769	8	be repellent to; cause aversion in
01809064	8	surprise greatly; knock someone's socks off; 'I was floored when I heard that I was promoted'
01809321	8	overcome, as with emotions or perceptual stimuli
01809617	8	overwhelm with hilarity, pleasure, or admiration; 'The comedian was so funny, he was killing me!'
01809784	8	silence or overwhelm by shouting
01809884	8	overtake with darkness or night
01809980	8	overwhelm with admiration; 'All the guys were knocked out by her charm'
01810126	8	astound or overwhelm, as with shock; 'She was staggered with bills after she tried to rebuild her house following the earthquake'
01810320	8	hold fast (in a certain state); 'He was locked in a laughing fit'
01810447	8	strike with disgust or revulsion; 'The scandalous behavior of this married woman shocked her friends'
01810933	8	abandon hope; give up hope; lose heart; 'Don't despair--help is on the way!'
01811172	8	lose confidence or hope; become dejected; 'The supporters of the Presidential candidate desponded when they learned the early results of the election'
01811441	8	be optimistic; be full of hope; have hopes; 'I am still hoping that all will turn out well'
01811736	8	fill with high spirits; fill with optimism; 'Music can uplift your spirits'
01812068	8	make blessedly happy
01812197	8	make proud or conceited; 'The sudden fame puffed her ego'
01812324	8	fill with sublime emotion; 'The children were thrilled at the prospect of going to the movies'; 'He was inebriated by his phenomenal success'
01812720	8	heighten or intensify; 'These paintings exalt the imagination'
01812950	8	become glad or happy
01813053	8	make unhappy; 'The news of her death saddened me'
01813228	8	cause to feel extremely joyful or happy; 'the economic growth overjoyed the German industry'
01813393	8	come to feel sad
01813499	8	make glad or happy
01813668	8	feel extreme happiness or elation
01813884	8	feel happiness or joy
01814074	8	make more cheerful; 'the conversation lightened me up a bit'
01814266	8	be oppressive or disheartening to
01814396	8	lower someone's spirits; make downhearted; 'These news depressed her'; 'The bad state of her child's health demoralizes her'
01814815	8	give moral or emotional strength to
01815185	8	lessen the intensity of or calm; 'The news eased my conscience'; 'still the fears'
01815471	8	discharge bad feelings or tension through verbalization
01815628	8	give pleasure to or be pleasing to; 'These colors please the senses'; 'a pleasing sensation'
01816054	8	give satisfaction; 'The waiters around her aim to please'
01816219	8	excite pleasurably or erotically; 'A titillating story appeared in the usually conservative magazine'
01816431	8	make happy or satisfied
01816645	8	fail to satisfy
01816844	8	make content; 'I am contented'
01816983	8	make dissatisfied
01817130	8	give displeasure to
01817314	8	hold spellbound
01817574	8	gratify and charm, usually in order to influence; 'the political candidate worked the crowds'
01817755	8	free from enchantment
01817938	8	give encouragement to
01818116	8	become heartened or elated; 'Her spirits rose when she heard the good news'
01818235	8	inspire with confidence; give hope or courage to
01818538	8	make more sociable; 'The therapist drew out the shy girl'
01818669	8	encourage to be less reserved; 'The teacher tried to bring out the shy boy'
01818835	8	give heart or courage to
01818972	8	depress or discourage; 'The news of the city's surrender chilled the soldiers'
01819147	8	deprive of courage or hope; take away hope from; cause to feel discouraged
01819387	8	take away the enthusiasm of
01819554	8	to compel or deter by or as if by threats
01819772	8	be discouraging or negative about
01819911	8	make a fuss; be agitated
01820077	8	make upset or troubled
01820189	8	act nervously; be undecided; be uncertain
01820302	8	derive or receive pleasure from; get enjoyment from; take pleasure in; 'She relished her fame and basked in her glory'
01820648	8	look at with great enjoyment; 'She feasted her eyes on the Tuscan landscape'
01820798	8	enjoy avidly; 'She devoured his novels'
01820901	8	exasperate or irritate
01821132	8	to render motionless, as with a fixed stare or by arousing terror or awe; 'The snake charmer fascinates the cobra'
01821423	8	excite the curiosity of; engage the interest of
01821634	8	to stimulate to action ; '..startled him awake'; 'galvanized into action'
01821884	8	cause to be bored
01821996	8	share the suffering of
01822248	8	to feel or express sympathy or compassion
01822536	8	express one's sympathetic grief, on the occasion of someone's death; 'You must condole the widow'
01822724	8	share the feelings of; understand the sentiments of
01822936	8	feel concern or interest; 'I really care about my work'; 'I don't care'
01823149	8	show no concern or interest; always used in the negative; 'I don't give a hoot'; 'She doesn't give a damn about her job'
01823370	8	be ecstatic with joy
01823528	8	arouse hostility or indifference in where there had formerly been love, affection, or friendliness; 'She alienated her friends when she became fanatically religious'
01823888	8	make withdrawn or isolated or emotionally dissociated; 'the boring work alienated his employees'
01824050	8	lose personal contact over time; 'The two women, who had been roommates in college, drifted apart after they got married'
01824253	8	detach the affections of
01824339	8	hope for; have a wish; 'I wish I could go home now'
01824532	8	feel or express a desire or hope concerning the future or fortune of
01824736	8	prefer or wish to do something; 'Do you care to try this dish?'; 'Would you like to come along to the movies?'
01824958	8	be the will of or have the will (to); 'he could do many things if he pleased'
01825125	8	wish ill or allow unwillingly
01825237	8	feel or have a desire for; want strongly; 'I want to go home now'; 'I want my own room'
01825761	8	have a strong desire or urge to do something; 'She is itching to start the project'; 'He is spoiling for a fight'
01825962	8	want to have; 'I'd like a beer now!'
01826060	8	have as one's ambition
01826184	8	have an inclination for something or some activity; 'I feel like staying in bed all day'; 'I feel like a cold beer now'
01826378	8	express a desire for
01826498	8	like better; value more highly; 'Some people prefer camping to staying in hotels'; 'We prefer sleeping outside'
01826723	8	expect and wish; 'I trust you will behave better from now on'; 'I hope she understands that she cannot expect a raise'
01827064	8	be envious of; set one's heart on
01827232	8	wish, long, or crave for (something, especially the property of another person); 'She covets her sister's house'
01827425	8	be envious, desirous, eager for, or extremely happy about something; 'She was salivating over the raise she anticipated'
01827619	8	feel envious towards; admire enviously
01827745	8	envy without restraint
01827858	8	feel admiration for
01828070	8	regard with contempt; 'the new neighbor looks down on us because our house is very modest'
01828256	8	have a strong sexual desire for; 'he is lusting after his secretary'
01828405	8	desire strongly or persistently
01828623	8	have a liking, fondness, or taste (for)
01828736	8	get pleasure from; 'I love cooking'
01828993	8	feel proud of; 'She took great pride in her sons'
01829126	8	lose one's emotional or mental composure; 'She fell apart when her only child died'
01829292	8	feel strong emotion, especially anger or passion; 'She was burning with anger'; 'He was burning to try out his new skies'
01829475	8	feel indifferent towards; 'She died to worldly things and eventually entered a monastery'
01829625	8	be elated; 'He was flying high during the summer months'
01829747	8	experience a feeling of well-being or happiness, as from good health or an intense emotion; 'She was beaming with joy'; 'Her face radiated with happiness'
01830042	8	be exuberant or high-spirited; 'Make the people's hearts glow'
01830192	8	cause to feel enthusiasm
01830307	8	cause to be enthusiastic; 'Her playing brought down the house'
01830445	8	make less hostile; win over; 'Her charm disarmed the prosecution lawyer completely'
01830600	8	put into a bad mood or into bad humour; 'The employees were disgruntled by their bad working conditions'
01830798	8	excite suddenly and intensely; 'The news electrified us'
01830965	8	frighten or scare, and often provoke into a violent action; 'The noise spooked the horse'
01831143	8	be preoccupied with something; 'She is obsessing over her weight'
01831308	8	be uncertain about; think about without fully understanding or being able to decide; 'We puzzled over her sudden departure'
01831531	9	move so as to change position, perform a nontranslational motion; 'He moved his hand slightly to the right'
01833508	9	take position in the rear, as in a military formation or in the line of scrimmage in football; 'The defender dropped back behind his teammate'
01833717	9	fall or drop suddenly, usually to evade some danger; 'The soldiers hit the dirt when they heard gunfire'
01833906	9	slip or fall out of place, as of body parts; 'prolapsed rectum'
01834053	9	dash violently or with great speed or impetuosity; 'She plunged at it eagerly'
01834213	9	move gently or carefully; 'He eased himself into the chair'
01834360	9	move with a whishing sound; 'The car whished past her'
01834485	9	remain in place; hold still; remain fixed or immobile; 'Traffic stood still when the funeral procession passed by'
01834730	9	stop moving or become immobilized; 'When he saw the police car he froze'
01834896	9	be unable to move further; 'The car bogged down in the sand'
01835103	9	cause to get stuck as if in a mire; 'The mud mired our cart'
01835280	9	move due to the pull of gravitation; 'The stars gravitate towards each other'
01835496	9	change location; move, travel, or proceed, also metaphorically; 'How fast does your new car go?'; 'We travelled from Rome to Naples by bus'; 'The policemen went from door to door looking for the suspect'; 'The soldiers moved towards the city in an attempt to take it before night fell'; 'news travelled fast'
01838651	9	move lightly, as if suspended; 'The dancer floated across the stage'
01838860	9	move data into and out of core rather than performing useful computation; 'The system is thrashing again!'
01839030	9	move (a piece of a program) into memory, in computer science
01839170	9	go to or towards; 'a liquid seeks its own level'
01839280	9	move with a whining sound; 'The bullets were whining past us'
01839404	9	be dispersed or disseminated; 'Rumors and accusations are flying'
01839538	9	move like a floating object; 'The moon rode high in the night sky'
01839690	9	cover a certain distance; 'She came a long way'
01839807	9	move like a ghost; 'The masked men ghosted across the moonlit yard'
01839963	9	displace oneself; go from one location to another
01840092	9	fly over; 'The plane passed over Damascus'
01840238	9	travel in an airplane; 'she is flying to Cincinnati tonight'; 'Are we driving or flying?'
01840505	9	travel on an overnight flight; 'The candidate red-eyed from California to the East Coast the night before the election to give a last stump speech'
01840736	9	travel by means of an aircraft, bus, etc.; 'She hopped a train to Chicago'; 'He hopped rides all over the country'
01840929	9	ride or float on an inflated tube; 'We tubed down the river on a hot summer day'
01841079	9	undergo transportation as in a vehicle; 'We travelled North on Rte. 508'
01841347	9	direct one's course or way; 'wend your way through the crowds'
01841471	9	cause to sheer; 'She sheered her car around the obstacle'
01841591	9	steer a vehicle to the side of the road; 'The car pulled over when the ambulance approached at high speed'
01841772	9	travel or traverse (a distance); 'This car does 150 miles per hour'; 'We did 6 miles on our hike every day'
01841947	9	navigate in space
01842068	9	move quickly or suddenly; 'He flew about the place'
01842204	9	leave the house to go somewhere; 'We never went out when our children were small'
01842367	9	leave behind; 'the students deserted the campus after the end of exam period'
01842508	9	travel by raft in water; 'Raft the Colorado River'
01842690	9	travel or go by means of a certain kind of transportation, or a certain route; 'He takes the bus to work'; 'She takes Route 1 to Newark'
01842888	9	move around; move from place to place; 'How does she get around without a car?'
01843055	9	make a trip for pleasure
01843364	9	go on a pleasure trip
01843497	9	move, travel, or proceed toward some place; 'He repaired to his cabin in the woods'
01843689	9	go to certain places as for sightseeing; 'Did you ever visit Paris?'
01843904	9	visit famous or interesting sights
01844048	9	come to see in an official or professional capacity; 'The governor visited the prison'; 'The grant administrator visited the laboratory'
01844319	9	visit again; 'We revisited Rome after 25 years'
01844431	9	be a regular or frequent visitor to a certain place; 'She haunts the ballet'
01844653	9	sail or travel about for pleasure, relaxation, or sightseeing; 'We were cruising in the Caribbean'
01844859	9	travel at a moderate speed; 'Please keep your seat belt fastened while the plane is reaching cruising altitude'
01845105	9	cruise in slow or routine flights
01845229	9	make a tour of a certain place; 'We toured the Provence this summer'
01845457	9	travel all over the world for pleasure and sightseeing
01845587	9	give theatrical performances while traveling from town to town
01845720	9	undertake a journey or trip
01846099	9	ride in or travel with a sledge; 'the antarctic expedition sledged along the coastline'; 'The children sledged all day by the lake'
01846320	9	travel on water propelled by wind or by other means; 'The QE2 will sail to Southampton tomorrow'
01846658	9	traverse or travel on (a body of water); 'We sailed the Atlantic'; 'He sailed the Pacific all alone'
01846916	9	travel upon or across; 'travel the oceans'
01847220	9	make a long and difficult journey; 'They trekked towards the North Pole with sleds and skis'
01847392	9	journey on foot, especially in the mountains; 'We spent the summer trekking in the foothills of the Himalayas'
01847582	9	travel by ship
01847676	9	ride over, along, or through; 'Ride the freeways of California'
01847845	9	travel over (an area of land or sea) in an aircraft; 'Lindbergh was the first to fly the Atlantic'
01848058	9	cause to fly or float; 'fly a kite'
01848190	9	fly a kite; 'Kids were kiting in the park'; 'They kited the Red Dragon model'
01848355	9	be stationary
01848465	9	move in order to make room for someone for something; 'The park gave way to a supermarket'; '`Move over,' he told the crowd'
01848718	9	move away from a place into another direction; 'Go away before I start to cry'; 'The train departs at noon'
01849054	9	leave; informal or rude; 'shove off!'; 'The children shoved along'; 'Blow now!'
01849221	9	move toward, travel toward something or somebody or approach something or somebody; 'He came singing down the road'; 'Come with me to the Casbah'; 'come down here!'; 'come out of the closet!'; 'come into the room'
01849746	9	come near in time; 'Winter is approaching'; 'approaching old age'
01849983	9	grow late or (of time) elapse; 'It is getting on midnight--let's all go to bed!'
01850135	9	approach while driving; 'The truck entered the driveway and drove up towards the house'
01850315	9	cause to move or shift into a new position or place, both in a concrete and in an abstract sense; 'Move those boxes into the corner, please'; 'I'm moving my money to another bank'; 'The director moved more responsibilities onto his new assistant'
01852468	9	move in an agitated manner; 'His fingers worked with tension'
01852591	9	move text to the previous line; in printing
01852701	9	move into the center; 'That vase in the picture is not centered'
01852892	9	enter again; 'You cannot re-enter the country with this visa'
01853069	9	raise (gases or fluids) with a pump
01853192	9	move up and down; 'The athlete pumps weights in the gym'
01853310	9	draw or pour with a pump
01853440	9	pour out of one vessel into another
01853542	9	convey, draw off, or empty by or as if by a siphon
01853696	9	cause or enable to pass through; 'The canal will transit hundreds of ships every day'
01853882	9	draw through a sluice; 'sluice water'
01854001	9	transport in or send down a sluice; 'sluice logs'
01854132	9	take liquid out of a container or well; 'She drew water from the barrel'
01854519	9	draw (liquor) from a tap; 'tap beer in a bar'
01854679	9	remove or draw away by the force of suction; 'the doctors had to suction the water from the patient's lungs'
01854888	9	draw something in by or as if by a vacuum; 'Mud was sucking at her feet'
01855058	9	draw off from the lees; 'rack wine'
01855155	9	lift and reset in another soil or situation; 'Transplant the young rice plants'
01855447	9	move a light beam over; in electronics, to reproduce an image
01855606	9	change residence, affiliation, or place of employment; 'We moved from Idaho to Nebraska'; 'The basketball player moved from one team to another'
01855982	9	move into a new house or office
01856096	9	occupy a place; 'The crowds are moving in'
01856211	9	move out of one's old house or office
01856350	9	move out and leave nothing behind
01856450	9	move out of an unsafe location into safety; 'After the earthquake, residents were evacuated'
01856626	9	move from one country or region to another and settle there; 'Many Germans migrated to South America in the mid-19th century'; 'This tribe transmigrated many times over the centuries'
01857093	9	move periodically or seasonally; 'birds migrate in the Winter'; 'The workers migrate to where the crops need harvesting'
01857392	9	stay put (in a certain place); 'We are staying in Detroit; we are not moving to Cincinnati'; 'Stay put in the corner here!'; 'Stick around and you will learn something!'
01857717	9	get going or set in motion; 'We simply could not start the engine'; 'start up the computer'
01858016	9	start (a motorcycle) by means of a kick starter
01858167	9	start (a car engine) without a key by bypassing the ignition interlock; 'The woman who lost the car keys had to hot-wire her van'
01858362	9	stop or check by or as if by a pull at the reins; 'He reined in his horses in front of the post office'
01858573	9	rein in to keep from winning a race; 'pull a horse'
01858686	9	start an engine again, for example
01858796	9	start by cranking; 'crank up the engine'
01858910	9	wind around; move along a circular course; 'round the bend'
01859050	9	start (a car engine whose battery is dead) by connecting it to another car's battery
01859221	9	cause to stop; 'stop a car'; 'stop the thief'
01859586	9	cause to stop; 'Halt the engines'; 'Arrest the progress'; 'halt the presses'
01859854	9	cause to come to a sudden stop; 'The noise brought her up in shock'
01859995	9	stop filming; 'cut a movie scene'
01860107	9	make an abrupt change of image or sound; 'cut from one scene to another'
01860320	9	move quickly to another scene or focus when filming; '`cut away now!' the director shouted'
01860485	9	move to another scene when filming; 'The camera cut to the sky'
01860620	9	signal to stop; 'Let's flag down a cab--it's starting to rain'; 'The policeman flagged down our car'
01860795	9	come to a halt, stop moving; 'the car stopped'; 'She stopped in front of a store window'
01861230	9	stop abruptly; 'The police car pulled up short and then turned around fast'
01861403	9	stop for a moment, as if out of uncertainty or caution; 'She checked for an instant and missed a step'
01861622	9	stop in a chase especially when scent is lost; 'The dog checked'
01861767	9	abandon the intended prey, turn, and pursue an inferior prey
01861927	9	have a small turning radius; 'My little subcompact car turns on a dime!'
01862090	9	stop or slow up one's horse or oneself by or as if by pulling the reins; 'They reined in in front of the post office'
01862340	9	come to a stop; 'The car stalled in the driveway'
01862496	9	cause an engine to stop; 'The inexperienced driver kept stalling the car'
01862640	9	cause an airplane to go into a stall
01862776	9	experience a stall in flight, of airplanes
01862918	9	interrupt a trip; 'we stopped at Aunt Mary's house'; 'they stopped for three days in Florence'
01863158	9	come to a halt after driving somewhere; 'The Rolls pulled up on pour front lawn'; 'The chauffeur hauled up in front of us'
01863410	9	cause (a vehicle) to stop; 'He pulled up the car in front of the hotel'
01863593	9	cause to stop by applying the brakes; 'brake the car before you go into a curve'
01863817	9	stop travelling by applying a brake; 'We had to brake suddenly when a chicken crossed the road'
01864038	9	travel a route regularly; 'Ships ply the waters near the coast'
01864230	9	begin or set in motion; 'I start at eight in the morning'; 'Ready, set, go!'
01864438	9	get started or set in motion, used figuratively; 'the project took a long time to get off the ground'
01864634	9	move abruptly; 'The ship suddenly lurched to the left'
01864865	9	move or cause to move with a sudden jerky motion
01865051	9	shock physically; 'Georgia was shaken up in the Tech game'
01865203	9	to move (the head or body) quickly downwards or away; 'Before he could duck, another stone struck him'
01865383	9	move up and down repeatedly; 'her rucksack bobbed gently on her back'
01865575	9	bob forward and under so as to feed off the bottom of a body of water; 'dabbling ducks'
01865726	9	move (a baby) up and down in one's arms or on one's knees
01865866	9	move up and down with no specific path; 'the cork bobbed around in the pool'
01866030	9	roll around, 'pigs were wallowing in the mud'
01866192	9	move by turning over or rotating; 'The child rolled down the hill'; 'turn over on your left side'
01866497	9	roll around the rim of; 'the ball rimmed the basket'
01866610	9	cause to move by turning over or in a circular manner of as if on an axis; 'She rolled the ball'; 'They rolled their eyes at his words'
01866872	9	revolve (the telescope of a surveying transit) about its horizontal transverse axis in order to reverse its direction
